Id;Name;ParentId;IsFeatured;Image;CreatedAt;UpdatedAt
9lHZ1WjGUPvyGM398uxB;Licores;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FLicores-03.png?alt=media&token=5e4a76e6-5765-4e3c-bc23-9ed9af8837c7;2024-08-29T02:32:51.157;2025-03-24T21:42:36.847
9oJbofOY0uQzXRAKKBqJ;Leches;EKbYSnxyHlRHWCK0p3qw;false;;2025-01-13T18:17:41.946;2025-01-14T01:28:45.039
Ax2WfC2y4N2iVYpTG8O6;Desayunos;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FDesayunos-03.png?alt=media&token=ccc34009-8e32-4c3b-8d7b-dbbbf41f337b;2025-01-12T03:31:12.175;2025-03-24T21:27:35.304
BEExPUKq3FSkL1O3dBYT;Verduras;E1YOr5hifdgxwFbRyLxP;false;;2025-08-20T00:46:35.853;
Bel7yVX6rS7YPFVmIhbp;Manjar Blanco;Nh5tv2PoerViBa1SVqCx;false;;2025-01-14T00:46:38.795;2025-01-14T00:46:38.795
CTeiiln5DFjBtruhf5fw;Cuidado Personal;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FCuidado-Personal-03_1755158628443.png?alt=media&token=9a78780b-1e48-48e8-8953-cd1598161781;2025-08-14T03:03:56.881;2025-08-14T03:03:56.881
Do9LWOLf6eNKl61EL3Hp;Manís y Habas;I03TCiSthTSXJPgfc9R7;false;;2025-08-20T00:46:35.853;
DoKqPWy5VQmrTXniBb6m;Bienestar Sexual;CTeiiln5DFjBtruhf5fw;false;;2025-08-20T00:46:35.853;
DwYdZiuiVD8rLUCGJQoQ;Limpieza de Baño;WXtm4Idw1H4uhjvOO54v;false;;2025-08-20T00:46:35.853;
E1YOr5hifdgxwFbRyLxP;Frutas y Verduras;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FFrutas-y-Verduras_1755236972971.png?alt=media&token=ea0fe328-9f1b-4c74-bf70-413773412265;2025-08-14T03:11:34.790;2025-08-15T00:49:52.767
EJjE113qfeqcpt5NuzJZ;Licores Preparados;9lHZ1WjGUPvyGM398uxB;false;;2025-01-11T23:13:26.191;2025-01-11T23:13:26.192
EKbYSnxyHlRHWCK0p3qw;Lácteos y Huevos;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FLacteos-y-huevos-03.png?alt=media&token=6e0fe6c7-802c-4bbe-8fb3-a8e722db22a3;2025-01-12T02:08:15.972;2025-03-24T21:34:09.613
EU1kFuedoJdZfYQ5yDQz;Adhesivos y Cintas;Okjm53QL8uk427Muak5y;false;;2025-08-20T00:46:35.853;
FxNh9HiwSe27w9FV7KVY;Belleza;CTeiiln5DFjBtruhf5fw;false;;2025-08-20T00:46:35.853;
GdMJtU3DpE7zzJgIQnvy;Alimento para Gatos;xUGdcL9PZiuggtH4nu7Z;false;;2025-01-21T12:25:46.183;2025-01-21T12:25:46.183
HIuKyuBiCUs7FKfLLTZ1;Manualidades;Okjm53QL8uk427Muak5y;false;;2025-08-20T00:46:35.853;
HJkYdiQztP5it5ij9A5y;Caramelos;eq28GeedbWWEvSUoLS4o;false;;2025-08-20T00:46:35.853;
HU60uEzPPD5Bvfgs7C4R;Arroz;OFLlwhqPkHAW9Rp6cak2;false;;2025-08-20T00:46:35.853;
Ha5vOBYwg4JZkaFbVDFD;Helados en Pote;;false;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Products%2FHelados-01.png?alt=media&token=4eb1b364-9bc9-47fd-96b2-3c1f0184e577;2024-09-15T20:25:20.422;2024-09-15T20:26:04.306
Hjgcui6N4fYL3SzLMy4t;Mermeladas, Mieles y Dulces;Ax2WfC2y4N2iVYpTG8O6;false;;2025-01-13T18:17:20.019;2025-08-20T00:30:29.967
I03TCiSthTSXJPgfc9R7;Snacks;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FSnacks-03.png?alt=media&token=40c57bbe-809d-4cb3-8d80-f18fbd95313e;2025-01-30T01:29:23.343;2025-03-24T21:49:09.329
I2A8iYv3V4suM2ql1wDg;Aceites;OFLlwhqPkHAW9Rp6cak2;false;;2025-01-14T00:51:25.491;2025-01-14T00:51:25.491
IF3DSySolRYyd7BOBx80;Limpieza de Calzado;WXtm4Idw1H4uhjvOO54v;false;;2025-08-20T00:46:35.853;
IH8IPMUiVAAEuzmjUbCK;Keke;65Mebfm75OUjIQhzk7Rw;false;;2025-08-20T00:46:35.853;
IzSqgV0zRqBmFGxlo78A;Chocolatería;eq28GeedbWWEvSUoLS4o;false;;2025-08-20T00:46:35.853;
Lcnuj8tIOrRLHQJ9yDsL;Gomitas y Gomas de Mascar;eq28GeedbWWEvSUoLS4o;false;;2025-08-20T00:46:35.853;
LrwxlelMjTlFvCkNs0wM;Papas;I03TCiSthTSXJPgfc9R7;false;;2025-08-20T00:46:35.853;
MTO97tGsFwuS2B1beX2e;Pan del Día;65Mebfm75OUjIQhzk7Rw;false;;2025-08-20T00:46:35.853;
MmOveB9za6oyMW1oYGjW;Piqueos Mixtos;I03TCiSthTSXJPgfc9R7;false;;2025-08-20T00:46:35.853;
Nh5tv2PoerViBa1SVqCx;Repostería;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FReposter%C3%ADa-03.png?alt=media&token=01d020c6-33df-4e0b-a083-4f9c0f32d889;2025-01-14T00:31:59.301;2025-03-24T21:34:59.986
Np0l3CQ2AmUNDx3FD0rj;Cereales;Ax2WfC2y4N2iVYpTG8O6;false;;2025-08-20T00:46:35.853;
Npdf7lpnqgX6v9FirYCx;Menestras;OFLlwhqPkHAW9Rp6cak2;false;;2025-08-20T00:46:35.853;
Npdnmiox96puA6EHeU9q;Ofertas;;false;;2025-01-20T21:14:47.100;2025-01-20T21:14:47.100
ODobR33Ev7bilK4PbE8X;Gaseosas;eQbuISqoNAYwpzoFaWRE;false;;2025-01-09T23:42:29.363;2025-01-09T23:42:29.364
OEr8N39vW4d3eCUZX8kK;Helados;PKVbUF1GPZPXcTagY4NB;false;;2025-08-20T00:46:35.853;
OFLlwhqPkHAW9Rp6cak2;Abarrotes;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FAbarrotes-03.png?alt=media&token=bff5dd9d-1bbd-4328-8cf4-49e4251498b2;2024-09-15T22:33:49.628;2025-03-24T21:41:54.313
OQ5cFwgMwzioK1lFx0BP;Avenas;Ax2WfC2y4N2iVYpTG8O6;false;;2025-08-20T00:46:35.853;
Okjm53QL8uk427Muak5y;Librería y Oficina;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FLibrer%C3%ADa-y-Oficina_1755158942485.png?alt=media&token=0d87f9f9-c500-434b-8eed-7c7fa865411a;2025-08-14T03:09:11.968;2025-08-14T03:09:11.969
Ot65EeFkgC6HchELdFJ8;Cervezas;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FCervezas-03.png?alt=media&token=c70fc786-f0b9-4644-a6bd-321721e10630;2024-09-15T22:34:30.479;2025-03-24T21:42:23.030
Owu7qeYXCffJpfoQagdv;Pan Envasado;65Mebfm75OUjIQhzk7Rw;false;;2025-08-20T00:46:35.853;
PDnbzbBCRDCBzfd5JDA7;Ambientadores y Aromatizadores;WXtm4Idw1H4uhjvOO54v;false;;2025-08-20T00:46:35.853;
PKVbUF1GPZPXcTagY4NB;Congelados;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FCongelados-03_1755234609756.png?alt=media&token=f8c49682-0b0c-43dd-ac73-478a671e2295;2024-09-15T18:19:20.324;2025-08-15T00:10:28.538
PKYoJLv70Jllwx9Q45fr;Papelería;Okjm53QL8uk427Muak5y;false;;2025-08-20T00:46:35.853;
PogfAL5mjlHa42ro8rvf;Bolsas de Papel;rmOKhJm5YHwN5N3rJ2gx;false;;2025-08-20T00:46:35.853;
QrhrcS3d9x00rhbEpQUa;Ceras;WXtm4Idw1H4uhjvOO54v;false;;2025-01-14T01:47:43.643;2025-08-20T00:26:35.328
SzZZlyrXZTJUCODRsh2G;Aguas Saborizadas;eQbuISqoNAYwpzoFaWRE;false;;2025-08-20T00:46:35.853;
T7EC3T53LaBJMfbmq5iB;Embutidos;YkhAAjkFckx2gSiwzh64;false;;2025-08-20T00:46:35.853;
TEIeleBq6oiGcMzN1EDw;Quesos;EKbYSnxyHlRHWCK0p3qw;false;;2025-01-13T18:18:48.183;2025-01-13T18:19:53.734
TTM5WuTHZbG8k70HOnf5;Energizantes;eQbuISqoNAYwpzoFaWRE;false;;2025-01-05T15:49:12.596;2025-01-09T23:43:06.004
TYP7jakiyUc3ENpY1onD;Leche Condensada;Nh5tv2PoerViBa1SVqCx;false;;2025-01-14T00:46:26.530;2025-01-14T00:46:26.530
UNqv00ebIyYStyFo0IUB;Velas;tb2gJFCAYaRwGky7AmvW;false;;2025-08-20T00:46:35.853;
Ueec8LTVzI73GBioXVrD;Gelatinas;Nh5tv2PoerViBa1SVqCx;false;;2025-01-21T00:52:18.433;2025-01-21T00:52:18.433
VFIGtisUXox8v28uHuuG;Chupetes;eq28GeedbWWEvSUoLS4o;false;;2025-08-20T00:46:35.853;
VfmlmbvlVmqASBkz7PhX;Galletas;OFLlwhqPkHAW9Rp6cak2;false;;2025-01-14T00:53:14.895;2025-01-14T00:53:14.895
WMlq4yj5dqLtAKpbCd04;Otras Golosinas;eq28GeedbWWEvSUoLS4o;false;;2025-08-20T00:46:35.853;
WRsC1RFzF5gXpbGjQcWY;Escritura y Corrección;Okjm53QL8uk427Muak5y;false;;2025-08-20T00:46:35.853;
WXtm4Idw1H4uhjvOO54v;Limpieza;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FLimpieza-03.png?alt=media&token=09e5f04c-a7d7-49f9-a51c-71ddaa1bebc3;2025-01-12T03:41:16.094;2025-03-24T21:38:31.306
WfFoPFG5AG5MHufJWkda;Cremas y Condimentos;OFLlwhqPkHAW9Rp6cak2;false;;2025-01-14T00:51:40.847;2025-01-14T00:51:40.848
Wq943A0kj15jWsASv836;Leche en Polvo;EKbYSnxyHlRHWCK0p3qw;false;;2025-08-20T00:46:35.853;
XLW8BUtpPKmkdB7lICkc;Fósforos;tb2gJFCAYaRwGky7AmvW;false;;2025-08-20T00:46:35.853;
XX2kYWzH8ICqdpgDH5Dm;Vinos;9lHZ1WjGUPvyGM398uxB;false;;2025-08-20T00:46:35.853;
XcvuwEgRc86Ev2VZVhwc;Papel Higiénico;WXtm4Idw1H4uhjvOO54v;false;;2025-08-20T00:46:35.853;
YgesYlyBn6hBA4BbVCum;Cuidado Bucal;CTeiiln5DFjBtruhf5fw;false;;2025-08-20T00:46:35.853;
YkhAAjkFckx2gSiwzh64;Quesos y Embutidos;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FQuesos-y-embutidos-03_1755157920251.png?alt=media&token=0e2debbf-a05a-4de6-bc9e-4320ea57ba75;2025-08-14T02:52:10.905;2025-08-14T02:52:48.134
Z6MuDZqZshN8jXiNyNzr;Alimento para Perros;xUGdcL9PZiuggtH4nu7Z;false;;2025-01-21T12:26:11.821;2025-01-21T12:26:11.821
ZE6ZkO0ZI1bpUNMUwRT9;Protección Femenina;CTeiiln5DFjBtruhf5fw;false;;2025-08-20T00:46:35.853;
ZHwzQXHSKTjgZawWwheH;Quitamanchas;wCnhSUPdb7JnLxaeECUu;false;;2025-01-14T01:47:21.195;2025-01-14T01:47:21.195
aEIW2veNR2ude8hdOC3H;Suavizantes;wCnhSUPdb7JnLxaeECUu;false;;2025-01-14T01:47:27.551;2025-01-14T01:47:27.551
aJrHEHPXMgl6RHENzvbr;Panetones;65Mebfm75OUjIQhzk7Rw;false;;2025-08-20T00:46:35.853;
cKdgfaTC6SxCUPoZNijS;Comida Instantánea;OFLlwhqPkHAW9Rp6cak2;false;;2025-08-20T00:46:35.853;
cYVADiXsnNssb0PbZtiA;Shampoo para Perros;xUGdcL9PZiuggtH4nu7Z;false;;2025-01-21T12:26:24.682;2025-01-21T12:26:24.682
d15Kps0yEPQGUe3GCRJI;Cervezas sin Alcohol;Ot65EeFkgC6HchELdFJ8;false;;2025-08-20T00:46:35.853;
dmfA6LSSB2XVGUNCy9UH;Guantes y Escobillas;WXtm4Idw1H4uhjvOO54v;false;;2025-08-20T00:46:35.853;
drp1PRLgp71C1xbK45vR;Nutricionales;eQbuISqoNAYwpzoFaWRE;false;;2025-01-11T22:41:12.725;2025-01-11T22:41:12.725
dy28CP3LcB0U6Elj95Ej;Aguas;eQbuISqoNAYwpzoFaWRE;false;;2025-01-09T22:57:49.880;2025-01-09T22:57:49.882
e1XzB5FnlhdUoErFKfEV;Mezclas Lácteas;EKbYSnxyHlRHWCK0p3qw;false;;2025-01-13T18:18:17.848;2025-01-14T01:29:39.223
eGQQA4IqAFquKz2E18I4;Maiz;I03TCiSthTSXJPgfc9R7;false;;2025-08-20T00:46:35.853;
eQbuISqoNAYwpzoFaWRE;Bebidas;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FBebidas-03.png?alt=media&token=bac5e02f-c48c-47ff-9add-e3616b7ea504;2024-09-15T22:34:59.286;2025-03-24T21:42:08.646
eq28GeedbWWEvSUoLS4o;Dulcería;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FDulcer%C3%ADa-03_1755234708023.png?alt=media&token=1d79f80c-ae66-4075-900f-480c1df075bd;2025-08-15T00:12:01.500;2025-08-15T00:12:01.500
eu7fHzh549U5sKrAyuZp;Limpiadores de Vidrios;WXtm4Idw1H4uhjvOO54v;false;;2025-08-20T00:46:35.853;
gE2PwahQhCC1b1kShPYZ;Mantequilla y Margarina;EKbYSnxyHlRHWCK0p3qw;false;;2025-01-13T18:18:27.298;2025-01-13T18:19:26.200
gS3VCUcx4KQpx2eXcSEI;Afeitado y Depilación;CTeiiln5DFjBtruhf5fw;false;;2025-08-20T00:46:35.853;
gj5fye1KPuhdzjl84lxY;Alimentación del Bebé;EKbYSnxyHlRHWCK0p3qw;false;;2025-08-20T00:46:35.853;
hK00KWvdbQLbQzfVHR4q;San Martín;65Mebfm75OUjIQhzk7Rw;false;;2025-08-20T00:46:35.853;
izd30TbA3n5p2PUYY6c0;Servilletas;WXtm4Idw1H4uhjvOO54v;false;;2025-08-20T00:46:35.853;
j2JZPbwJTsyLG1pHaAqS;Tabaco y Vapes;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FTabaco-y-Vapes-03_1755158843934.png?alt=media&token=7e2de509-786c-48d8-ac2f-318bda4af52f;2025-08-14T03:07:33.061;2025-08-14T03:07:33.063
jye1tDiLjioTYu360xdw;Otras Bebidas;eQbuISqoNAYwpzoFaWRE;false;;2025-01-12T03:22:58.418;2025-01-12T03:22:58.419
kueGm23kSBBmeUoh0hX2;Bizcotelas, Barquillos y Wafer;eq28GeedbWWEvSUoLS4o;false;;2025-08-20T00:46:35.853;
l2TRcZhiXDJxK9X1xDjB;Pilas y Baterías;tb2gJFCAYaRwGky7AmvW;false;;2025-08-20T00:46:35.853;
lSlEWywbw48RC5mptOiS;Hielos;9lHZ1WjGUPvyGM398uxB;false;;2025-01-31T01:08:35.945;2025-01-31T01:17:20.835
laBXOzBn7oLdRMbhdNEc;Rones;9lHZ1WjGUPvyGM398uxB;false;;2025-08-20T00:46:35.853;
lnJDaqBehI2QccU3L2LK;Cigarros;j2JZPbwJTsyLG1pHaAqS;false;;2025-08-20T00:46:35.853;
m3e34pGMRB8W8t3oCaYy;Coberturas;Nh5tv2PoerViBa1SVqCx;false;;2025-08-20T00:46:35.853;
mz5WXtCA0e8J3TR917lQ;Jugos y Néctares;eQbuISqoNAYwpzoFaWRE;false;;2025-01-09T22:57:59.067;2025-01-12T03:24:59.455
n4gDhRajEEvI8569Ci0Y;Lavavajillas;WXtm4Idw1H4uhjvOO54v;false;;2025-01-14T01:47:58.430;2025-01-14T01:47:58.431
nania880EyZUyemDOQ7f;Yogurts;EKbYSnxyHlRHWCK0p3qw;false;;2025-01-13T18:18:39.865;2025-01-14T01:29:51.958
nqXHXzr46ssW3Njfi334;Espumantes;9lHZ1WjGUPvyGM398uxB;false;;2025-08-20T00:46:35.853;
oR2Hy2wqANy4yvgRG4ik;Pañales y Toallitas para Bebés;4mg6baCcqh2FaQgYIY5A;false;;2025-08-20T00:46:35.853;
omx6TTnf2ARu1o8kceFZ;Jabones de Ropa;wCnhSUPdb7JnLxaeECUu;false;;2025-01-14T01:47:13.712;2025-01-14T01:47:13.712
owkc29VAkewyLeMefloX;Fideos, Pastas y Salsas;OFLlwhqPkHAW9Rp6cak2;false;;2025-01-14T00:51:52.243;2025-01-14T00:51:52.243
pBIg5j7NJHhCjLZ9oGlc;Detergentes;wCnhSUPdb7JnLxaeECUu;false;;2025-01-14T01:47:00.915;2025-01-14T01:47:00.915
pZkul4u6QSxXCbBgz5q8;Insecticidas;WXtm4Idw1H4uhjvOO54v;false;;2025-08-20T00:46:35.853;
qvvWcxDINo2y2Wjmhjd7;Leche de Soya y Otras Bebidas Vegetales;EKbYSnxyHlRHWCK0p3qw;false;;2025-08-20T00:46:35.853;
rmOKhJm5YHwN5N3rJ2gx;Descartables;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FDescartables-03_1755158980193.png?alt=media&token=3df68a78-0059-45e4-8ef6-1442f63fe197;2025-08-14T03:09:47.912;2025-08-14T03:09:47.912
rx4AYxHEUXiO6VlTPcYa;Empaques y Envases;rmOKhJm5YHwN5N3rJ2gx;false;;2025-08-20T00:46:35.853;
rzRc1lnhd5SWLq2I44Rm;Postres;Nh5tv2PoerViBa1SVqCx;false;;2025-01-14T00:54:58.515;2025-01-14T00:54:58.515
tQFOKnhhn7Fp4gd4g2uF;Azucar y Endulzantes;OFLlwhqPkHAW9Rp6cak2;false;;2025-08-20T00:46:35.853;
tb2gJFCAYaRwGky7AmvW;Hogar y Ferretería;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FHogar-y-Ferreter%C3%ADa_1755159115494.png?alt=media&token=3a4d92fd-dfb5-45db-970f-e0e6a687f642;2025-08-14T03:12:02.431;2025-08-14T03:12:02.432
uRTKIHI2PdFz0hnmMjwB;Focos;tb2gJFCAYaRwGky7AmvW;false;;2025-08-20T00:46:35.853;
vEphCbjaAkYlMKJek1Me;Salud;CTeiiln5DFjBtruhf5fw;false;;2025-08-20T00:46:35.853;
vkdXohu2WvT2yOMJhsCr;Otros Ingredientes;Nh5tv2PoerViBa1SVqCx;false;;2025-08-20T00:46:35.853;
wCnhSUPdb7JnLxaeECUu;Cuidado de Ropa;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FCuidado-de-la-Ropa-03.png?alt=media&token=6f4b00d8-c249-4e94-ad97-2a51c62675e4;2025-01-14T01:20:31.173;2025-08-19T23:34:57.924
wUkGgNwR7N4ff8tfh8eW;Tortillas;65Mebfm75OUjIQhzk7Rw;false;;2025-08-20T00:46:35.853;
xUGdcL9PZiuggtH4nu7Z;Mascotas;;true;https://firebasestorage.googleapis.com/v0/b/miji-markets.appspot.com/o/Categories%2FMascotas-03.png?alt=media&token=fe0511b7-8818-4a21-b958-396c518d0a13;2024-09-12T19:15:49.084;2025-03-24T21:25:52.181
y728qo0TdqmU31ldQuU0;Frutos Secos;I03TCiSthTSXJPgfc9R7;false;;2025-08-20T00:46:35.853;
yM4TS1SyhpK0pFaSZHnJ;Lejías;WXtm4Idw1H4uhjvOO54v;false;;2025-01-14T01:47:50.545;2025-08-20T00:29:16.597
yXJaMjMkAcK0NdRNmvQ0;Encendedores;tb2gJFCAYaRwGky7AmvW;false;;2025-08-20T00:46:35.853;
zpXdmX4NcofhOeuyAjg5;Jabones en Barra;CTeiiln5DFjBtruhf5fw;false;;2025-08-20T00:46:35.853;
zs5vEws280VSnUPwVvdS;Piscos;9lHZ1WjGUPvyGM398uxB;false;;2025-08-20T00:46:35.853;
